state_code,date,PHCI,UR,BPPRIV,NAICS54
PA,2023-09-01,131.17,3.6,2256,391.6
RI,2023-09-01,136.22,3.1,71,30.3
SC,2023-09-01,168.17,3.0,3378,130.0
SD,2023-09-01,151.16,1.8,1067,
TN,2023-09-01,156.35,3.2,2991,176.7
TX,2023-09-01,170.46,4.0,17073,1037.0
UT,2023-09-01,178.18,2.8,1957,131.9
VT,2023-09-01,152.23,2.0,213,18.1
VA,2023-09-01,147.09,2.7,2655,470.8
WA,2023-09-01,161.64,4.3,2875,260.9
WV,2023-09-01,117.76,4.1,326,29.9
WI,2023-09-01,135.83,3.0,1966,128.2
WY,2023-09-01,127.0,2.8,130,11.3
AL,2023-10-01,141.44,2.7,1242,125.3
AK,2023-10-01,119.15,4.5,82,13.7
AZ,2023-10-01,177.34,3.7,5110,174.8
AR,2023-10-01,142.28,3.4,1123,50.1
CA,2023-10-01,166.25,5.0,8338,1412.4
CO,2023-10-01,167.02,3.5,2934,296.3
CT,2023-10-01,131.01,3.3,450,101.0
DE,2023-10-01,137.78,3.9,586,27.9
FL,2023-10-01,174.42,3.1,14930,745.2
GA,2023-10-01,166.13,3.3,5487,332.7
HI,2023-10-01,126.34,2.9,343,26.9
ID,2023-10-01,168.35,3.4,1624,53.0
IL,2023-10-01,131.82,4.8,1473,444.3
IN,2023-10-01,137.74,3.6,3197,148.2
IA,2023-10-01,136.82,3.0,912,58.0
KS,2023-10-01,144.9,2.9,565,78.2
KY,2023-10-01,137.98,4.5,1717,87.1
LA,2023-10-01,113.39,4.0,1126,96.0
ME,2023-10-01,144.29,2.8,471,33.3
MD,2023-10-01,144.38,2.4,1573,280.9
MA,2023-10-01,158.41,3.6,841,373.7
MI,2023-10-01,129.3,4.0,1763,314.1
MN,2023-10-01,154.68,2.8,1665,165.4
MS,2023-10-01,130.25,3.0,604,39.1
MO,2023-10-01,140.38,3.4,1244,168.0
MT,2023-10-01,133.61,2.9,467,28.4
NE,2023-10-01,148.81,2.5,1316,49.9
NV,2023-10-01,151.43,5.2,1672,71.6
NH,2023-10-01,168.94,2.3,410,48.5
NJ,2023-10-01,138.61,4.5,2896,340.5
NM,2023-10-01,141.19,3.8,747,
NY,2023-10-01,135.66,4.2,2060,718.2
NC,2023-10-01,156.93,3.6,9180,331.2
ND,2023-10-01,157.44,2.1,175,16.7
OH,2023-10-01,134.53,3.8,2046,289.5
OK,2023-10-01,141.15,3.4,976,83.6
OR,2023-10-01,161.88,3.9,1301,110.8
PA,2023-10-01,131.11,3.7,2935,390.9
RI,2023-10-01,135.95,3.3,80,30.3
SC,2023-10-01,168.2,3.1,3605,129.8
SD,2023-10-01,151.46,1.8,508,
TN,2023-10-01,156.43,3.3,3903,176.4
TX,2023-10-01,170.93,4.0,20830,1037.0
UT,2023-10-01,178.67,2.8,1852,131.9
VT,2023-10-01,152.47,2.0,329,17.9
VA,2023-10-01,147.22,2.8,3304,470.0
WA,2023-10-01,161.37,4.5,2957,261.1
WV,2023-10-01,117.19,4.2,262,30.0
WI,2023-10-01,135.94,3.0,1730,128.8
WY,2023-10-01,127.21,2.8,153,11.2
AL,2023-11-01,141.15,2.8,1348,125.5
AK,2023-11-01,119.27,4.5,52,13.7
AZ,2023-11-01,178.06,3.7,5590,175.9
AR,2023-11-01,142.44,3.5,1172,50.3
CA,2023-11-01,166.34,5.1,9757,1409.0
CO,2023-11-01,167.19,3.6,3641,295.7
CT,2023-11-01,131.27,3.3,268,101.0
DE,2023-11-01,138.34,3.8,475,27.8
FL,2023-11-01,174.89,3.1,12776,746.3
GA,2023-11-01,166.57,3.3,4470,332.4
HI,2023-11-01,126.21,3.0,366,26.9
ID,2023-11-01,168.86,3.4,1551,53.0
IL,2023-11-01,132.01,4.8,1139,443.4
IN,2023-11-01,137.69,3.7,2187,148.1
IA,2023-11-01,137.39,2.9,870,58.0
KS,2023-11-01,144.75,3.0,861,78.2
KY,2023-11-01,138.15,4.5,1157,87.0
LA,2023-11-01,113.36,4.1,962,95.7
ME,2023-11-01,144.55,2.8,423,33.4
MD,2023-11-01,144.26,2.5,1288,280.7
MA,2023-11-01,158.71,3.6,729,374.0
MI,2023-11-01,129.54,4.0,1759,314.5
MN,2023-11-01,154.94,2.8,1453,165.1
MS,2023-11-01,130.34,3.0,495,39.2
MO,2023-11-01,140.57,3.4,1373,167.6
MT,2023-11-01,132.97,3.0,343,28.4
NE,2023-11-01,149.06,2.5,842,49.7
NV,2023-11-01,151.52,5.3,1414,72.1
NH,2023-11-01,169.41,2.3,309,48.7
NJ,2023-11-01,138.87,4.5,1852,340.5
NM,2023-11-01,141.59,3.8,1335,
NY,2023-11-01,135.85,4.2,1528,717.9
NC,2023-11-01,157.34,3.6,6761,332.6
ND,2023-11-01,157.2,2.2,54,16.8
OH,2023-11-01,134.49,3.9,2237,289.4
OK,2023-11-01,141.17,3.5,894,83.5
OR,2023-11-01,161.95,4.0,1328,110.7
PA,2023-11-01,131.29,3.7,1844,390.8
RI,2023-11-01,135.37,3.6,76,30.3
SC,2023-11-01,168.17,3.2,2960,130.3
SD,2023-11-01,151.83,1.8,522,
TN,2023-11-01,156.86,3.3,3624,176.6
TX,2023-11-01,171.33,4.0,14955,1036.7
UT,2023-11-01,179.0,2.9,2708,131.5
VT,2023-11-01,152.78,2.0,99,17.9
VA,2023-11-01,147.52,2.8,2673,470.4
WA,2023-11-01,161.81,4.5,2375,260.9
WV,2023-11-01,117.24,4.2,210,30.2
WI,2023-11-01,136.25,2.9,1601,128.8
WY,2023-11-01,127.41,2.8,116,11.3
AL,2023-12-01,141.34,2.8,1856,125.9
AK,2023-12-01,119.36,4.5,24,13.8
AZ,2023-12-01,178.99,3.6,4737,177.6
AR,2023-12-01,142.71,3.5,1110,50.7
CA,2023-12-01,166.78,5.1,7179,1409.6
CO,2023-12-01,167.3,3.8,4177,294.5
CT,2023-12-01,131.52,3.3,406,101.0
DE,2023-12-01,138.64,3.8,881,27.8
FL,2023-12-01,175.06,3.2,14796,747.8
GA,2023-12-01,167.05,3.3,4159,332.2
HI,2023-12-01,126.37,3.0,334,27.0
ID,2023-12-01,169.37,3.4,1416,53.4
IL,2023-12-01,132.2,4.8,911,442.8
IN,2023-12-01,137.96,3.7,1779,148.2
IA,2023-12-01,138.03,2.8,860,57.8
KS,2023-12-01,144.99,3.0,777,78.1
KY,2023-12-01,138.02,4.6,1109,87.2
LA,2023-12-01,113.47,4.2,1114,95.7
ME,2023-12-01,144.8,2.8,294,33.3
MD,2023-12-01,143.74,2.7,1320,280.4
MA,2023-12-01,158.56,3.7,1798,373.7
MI,2023-12-01,129.79,4.0,1199,315.1
MN,2023-12-01,155.25,2.8,1459,164.8
MS,2023-12-01,130.53,2.9,551,39.4
MO,2023-12-01,140.81,3.4,1043,167.1
MT,2023-12-01,132.33,3.1,195,28.4
NE,2023-12-01,149.12,2.6,461,49.5
NV,2023-12-01,152.12,5.3,1698,72.4
NH,2023-12-01,169.89,2.3,215,48.8
NJ,2023-12-01,139.14,4.5,2507,340.4
NM,2023-12-01,142.02,3.8,547,
NY,2023-12-01,136.11,4.2,1323,718.3
NC,2023-12-01,157.86,3.6,8080,334.5
ND,2023-12-01,157.45,2.2,32,16.8
OH,2023-12-01,134.67,3.9,1544,289.2
OK,2023-12-01,141.36,3.5,785,83.6
OR,2023-12-01,162.29,4.0,895,110.5
PA,2023-12-01,131.5,3.7,1440,391.8
RI,2023-12-01,135.11,3.8,54,30.5
SC,2023-12-01,168.16,3.3,2802,130.7
SD,2023-12-01,152.21,1.8,324,
TN,2023-12-01,157.54,3.2,2934,176.9
TX,2023-12-01,171.92,3.9,14180,1036.8
UT,2023-12-01,179.55,2.9,1926,131.6
VT,2023-12-01,153.06,2.0,71,17.9
VA,2023-12-01,147.67,2.9,3085,471.1
WA,2023-12-01,161.93,4.6,2742,260.7
WV,2023-12-01,117.39,4.2,221,30.4
WI,2023-12-01,136.5,2.9,1397,128.9
WY,2023-12-01,127.55,2.8,104,11.3
AL,2024-01-01,141.12,2.9,2095,125.9
AK,2024-01-01,119.55,4.4,26,13.7
AZ,2024-01-01,180.29,3.5,5576,177.5
AR,2024-01-01,142.85,3.4,828,50.9
CA,2024-01-01,167.42,5.1,7458,1433.1
CO,2024-01-01,167.76,3.8,2562,292.0
CT,2024-01-01,131.77,3.3,253,100.9
DE,2024-01-01,138.87,3.8,621,28.2
FL,2024-01-01,175.54,3.2,16132,748.2
GA,2024-01-01,167.41,3.3,5116,333.6
HI,2024-01-01,126.88,2.9,308,27.1
ID,2024-01-01,169.22,3.4,1094,52.6
IL,2024-01-01,132.15,4.9,821,442.1
IN,2024-01-01,137.86,3.8,1511,147.8
IA,2024-01-01,138.11,2.8,572,58.1
KS,2024-01-01,144.77,3.1,594,78.2
KY,2024-01-01,137.86,4.7,989,87.4
LA,2024-01-01,113.77,4.2,1245,95.6
ME,2024-01-01,145.13,2.8,389,33.4
MD,2024-01-01,144.11,2.7,1007,286.0
MA,2024-01-01,158.84,3.7,1359,372.7
MI,2024-01-01,129.84,4.0,1100,315.5
MN,2024-01-01,155.57,2.8,2069,164.9
MS,2024-01-01,130.9,2.8,575,39.6
MO,2024-01-01,140.54,3.5,1322,166.8
MT,2024-01-01,132.94,3.0,306,28.4
NE,2024-01-01,149.25,2.6,826,49.7
NV,2024-01-01,152.39,5.3,1537,72.3
NH,2024-01-01,170.36,2.3,249,48.9
NJ,2024-01-01,139.57,4.4,3199,339.8
NM,2024-01-01,142.33,3.8,574,
NY,2024-01-01,136.35,4.2,3302,721.9
NC,2024-01-01,158.16,3.5,7594,329.6
ND,2024-01-01,157.77,2.2,29,16.9
OH,2024-01-01,134.62,4.0,2129,288.7
OK,2024-01-01,141.79,3.4,878,83.5
OR,2024-01-01,162.22,4.1,852,110.7
PA,2024-01-01,131.66,3.7,1689,390.6
RI,2024-01-01,134.97,3.9,92,30.5
SC,2024-01-01,168.04,3.4,3926,131.1
SD,2024-01-01,153.02,1.7,309,
TN,2024-01-01,157.76,3.2,3147,176.8
TX,2024-01-01,172.16,3.9,19218,1038.9
UT,2024-01-01,179.99,2.9,2228,131.4
VT,2024-01-01,153.39,2.0,133,17.9
VA,2024-01-01,148.25,2.8,3038,471.2
WA,2024-01-01,162.24,4.6,2475,261.8
WV,2024-01-01,118.09,4.1,297,30.3
WI,2024-01-01,136.71,2.9,976,129.6
WY,2024-01-01,127.73,2.8,130,11.4
AL,2024-02-01,141.33,2.9,1574,126.0
AK,2024-02-01,119.73,4.4,35,13.8
AZ,2024-02-01,181.1,3.4,4977,177.2
AR,2024-02-01,143.26,3.4,1089,51.1
CA,2024-02-01,167.63,5.1,7745,1424.5
CO,2024-02-01,168.09,3.9,3079,294.1
CT,2024-02-01,132.3,3.2,312,101.0
DE,2024-02-01,139.49,3.7,548,27.9
FL,2024-02-01,176.04,3.2,13285,750.9
GA,2024-02-01,167.82,3.3,5397,334.3
HI,2024-02-01,127.1,2.9,384,27.1
ID,2024-02-01,169.3,3.5,1239,52.9
IL,2024-02-01,132.33,4.9,982,442.2
IN,2024-02-01,138.15,3.8,2000,148.1
IA,2024-02-01,138.91,2.7,708,58.0
KS,2024-02-01,144.64,3.2,852,78.4
KY,2024-02-01,138.06,4.7,1619,87.5
LA,2024-02-01,113.89,4.2,1239,95.7
ME,2024-02-01,145.32,2.8,367,33.3
MD,2024-02-01,144.04,2.8,1415,285.7
MA,2024-02-01,158.67,3.8,1303,372.3
MI,2024-02-01,130.04,4.0,1405,315.4
MN,2024-02-01,155.89,2.8,1236,165.0
MS,2024-02-01,131.16,2.8,640,39.9
MO,2024-02-01,140.79,3.5,1273,166.6
MT,2024-02-01,133.14,3.0,302,28.5
NE,2024-02-01,149.65,2.6,851,49.8
NV,2024-02-01,152.88,5.3,1773,72.9
NH,2024-02-01,170.76,2.3,286,48.9
NJ,2024-02-01,139.84,4.4,3727,339.3
NM,2024-02-01,142.71,3.8,784,
NY,2024-02-01,136.86,4.1,6159,721.9
NC,2024-02-01,158.55,3.5,8004,330.5
ND,2024-02-01,158.07,2.2,54,16.9
OH,2024-02-01,134.84,4.0,2361,288.6
OK,2024-02-01,142.19,3.4,922,83.5
OR,2024-02-01,162.66,4.1,873,110.7
PA,2024-02-01,132.07,3.6,1880,390.8
RI,2024-02-01,134.92,4.0,115,30.5
SC,2024-02-01,168.14,3.5,4143,131.8
SD,2024-02-01,153.37,1.7,313,
TN,2024-02-01,158.43,3.1,4296,177.2
TX,2024-02-01,172.84,3.9,17198,1040.4
UT,2024-02-01,180.31,3.0,1580,131.4
VT,2024-02-01,153.65,2.0,168,18.0
VA,2024-02-01,148.57,2.8,3141,471.7
WA,2024-02-01,162.66,4.6,2708,262.4
WV,2024-02-01,118.26,4.1,320,30.4
WI,2024-02-01,136.96,2.9,2259,129.8
WY,2024-02-01,127.93,2.8,122,11.5
AL,2024-03-01,141.55,2.9,1595,126.3
AK,2024-03-01,119.97,4.4,45,13.9
AZ,2024-03-01,181.97,3.3,5363,177.1
AR,2024-03-01,143.64,3.4,1242,51.1
CA,2024-03-01,168.06,5.1,7984,1418.6
CO,2024-03-01,168.37,4.0,2791,292.6
CT,2024-03-01,132.55,3.2,297,100.9
DE,2024-03-01,139.91,3.7,596,28.3
FL,2024-03-01,176.53,3.2,14849,752.3
GA,2024-03-01,168.34,3.4,6443,334.8
HI,2024-03-01,127.28,2.9,313,27.2
ID,2024-03-01,169.63,3.5,1433,53.0
IL,2024-03-01,132.28,5.0,2175,441.1
IN,2024-03-01,138.15,3.9,2214,148.4
IA,2024-03-01,139.18,2.7,917,58.0
KS,2024-03-01,144.41,3.3,897,78.7
KY,2024-03-01,137.94,4.8,1236,87.7
LA,2024-03-01,114.21,4.1,1189,95.6
ME,2024-03-01,145.62,2.8,568,33.2
MD,2024-03-01,143.96,2.9,1662,284.7
MA,2024-03-01,159.0,3.8,1507,372.5
MI,2024-03-01,129.67,4.2,1525,315.3
MN,2024-03-01,155.87,2.9,1519,165.3
MS,2024-03-01,131.5,2.8,566,40.0
MO,2024-03-01,140.59,3.6,1356,166.6
MT,2024-03-01,133.23,3.0,355,28.7
NE,2024-03-01,150.03,2.6,786,49.8
NV,2024-03-01,153.21,5.3,1670,73.1
NH,2024-03-01,170.94,2.4,431,49.0
NJ,2024-03-01,140.08,4.4,2826,339.5
NM,2024-03-01,142.86,3.9,879,
NY,2024-03-01,136.88,4.2,4060,723.2
NC,2024-03-01,158.98,3.5,7680,331.1
ND,2024-03-01,158.07,2.3,117,16.9
OH,2024-03-01,134.84,4.1,2253,288.8
OK,2024-03-01,142.71,3.3,1540,83.4
OR,2024-03-01,163.09,4.1,1357,110.7
PA,2024-03-01,132.27,3.6,2493,391.1
RI,2024-03-01,134.94,4.1,100,30.7
SC,2024-03-01,167.79,3.7,3814,132.3
SD,2024-03-01,153.87,1.7,639,
TN,2024-03-01,158.81,3.1,3207,177.8
TX,2024-03-01,173.05,4.0,18550,1039.9
UT,2024-03-01,180.83,3.0,2252,131.2
VT,2024-03-01,153.47,2.1,158,17.9
VA,2024-03-01,148.96,2.8,2592,473.1
WA,2024-03-01,163.08,4.6,4066,262.6
WV,2024-03-01,118.34,4.1,369,30.6
WI,2024-03-01,137.22,2.9,1479,130.0
WY,2024-03-01,127.88,2.9,258,11.5
AL,2024-04-01,141.76,2.9,1778,126.1
AK,2024-04-01,120.0,4.5,64,13.7
AZ,2024-04-01,181.89,3.4,5357,175.4
AR,2024-04-01,143.83,3.4,1137,51.3
CA,2024-04-01,168.18,5.2,7696,1407.1
CO,2024-04-01,168.57,4.0,2410,290.4
CT,2024-04-01,133.08,3.1,557,101.0
DE,2024-04-01,140.12,3.7,482,28.5
FL,2024-04-01,176.7,3.3,17901,753.4
GA,2024-04-01,168.84,3.4,6935,334.7
HI,2024-04-01,127.39,2.9,268,27.0
ID,2024-04-01,170.01,3.6,1543,53.2
IL,2024-04-01,132.16,5.1,1196,440.5
IN,2024-04-01,138.21,4.0,2414,148.2
IA,2024-04-01,138.95,2.8,894,58.1
KS,2024-04-01,144.18,3.4,907,78.5
KY,2024-04-01,137.76,4.9,1602,87.7
LA,2024-04-01,114.36,4.1,1239,95.2
ME,2024-04-01,145.77,2.8,539,33.2
MD,2024-04-01,144.19,2.9,2201,282.3
MA,2024-04-01,158.78,3.9,903,370.6
MI,2024-04-01,129.19,4.4,1685,314.4
MN,2024-04-01,155.6,3.0,1683,165.3
MS,2024-04-01,131.59,2.8,784,40.0
MO,2024-04-01,140.37,3.7,1228,165.9
MT,2024-04-01,133.41,3.0,319,28.8
NE,2024-04-01,150.05,2.7,784,49.8
NV,2024-04-01,153.32,5.4,1568,73.2
NH,2024-04-01,171.25,2.4,386,49.1
NJ,2024-04-01,140.09,4.5,3096,335.5
NM,2024-04-01,142.9,4.0,612,
NY,2024-04-01,137.09,4.2,4076,723.9
NC,2024-04-01,159.38,3.6,8771,332.7
ND,2024-04-01,158.33,2.3,361,17.0
OH,2024-04-01,134.74,4.2,2525,288.1
OK,2024-04-01,142.92,3.3,1500,83.8
OR,2024-04-01,163.52,4.1,1221,110.5
PA,2024-04-01,132.43,3.6,2127,390.5
RI,2024-04-01,134.9,4.2,82,30.8
SC,2024-04-01,167.42,3.9,4189,132.6
SD,2024-04-01,153.62,1.8,417,
TN,2024-04-01,158.84,3.2,4127,177.7
TX,2024-04-01,173.55,4.0,21893,1042.1
UT,2024-04-01,181.19,3.1,2309,131.4
VT,2024-04-01,153.66,2.1,286,17.9
VA,2024-04-01,149.29,2.8,2386,473.2
WA,2024-04-01,163.51,4.6,2993,262.9
WV,2024-04-01,119.08,4.0,335,30.6
WI,2024-04-01,137.43,2.9,2132,129.2
WY,2024-04-01,127.63,3.0,186,11.3
AL,2024-05-01,142.01,2.9,2260,126.2
AK,2024-05-01,120.12,4.5,213,13.7
AZ,2024-05-01,182.28,3.4,4490,175.6
AR,2024-05-01,144.08,3.4,1052,51.4
CA,2024-05-01,168.57,5.2,10442,1406.5
CO,2024-05-01,168.89,4.1,2904,292.2
CT,2024-05-01,133.33,3.1,406,101.2
DE,2024-05-01,139.98,3.8,568,28.7
FL,2024-05-01,177.17,3.3,17110,754.4
GA,2024-05-01,169.22,3.5,5976,335.2
HI,2024-05-01,127.6,2.9,303,27.1
ID,2024-05-01,170.41,3.6,1772,53.5
IL,2024-05-01,132.36,5.1,1770,441.1
IN,2024-05-01,138.28,4.1,2069,148.4
IA,2024-05-01,138.72,2.9,849,58.1
KS,2024-05-01,143.87,3.5,857,78.6
KY,2024-05-01,137.96,4.9,1265,88.0
LA,2024-05-01,114.42,4.1,1286,95.4
ME,2024-05-01,145.8,2.9,661,33.2
MD,2024-05-01,144.07,3.0,1615,282.2
MA,2024-05-01,158.58,4.0,1064,371.4
MI,2024-05-01,129.11,4.5,2065,314.8
MN,2024-05-01,155.42,3.1,2092,166.2
MS,2024-05-01,131.68,2.8,697,40.1
MO,2024-05-01,140.54,3.7,1362,166.0
MT,2024-05-01,133.61,3.0,389,28.9
NE,2024-05-01,150.32,2.7,1230,49.8
NV,2024-05-01,153.37,5.5,1881,73.0
NH,2024-05-01,171.22,2.5,462,49.0
NJ,2024-05-01,140.33,4.5,2686,336.3
NM,2024-05-01,143.0,4.1,740,
NY,2024-05-01,137.02,4.3,2771,726.2
NC,2024-05-01,159.81,3.6,8525,333.5
ND,2024-05-01,158.24,2.4,196,17.0
OH,2024-05-01,134.93,4.2,2845,288.6
OK,2024-05-01,143.15,3.3,1182,83.7
OR,2024-05-01,163.88,4.1,1304,110.7
PA,2024-05-01,132.66,3.6,2467,391.5
RI,2024-05-01,134.85,4.3,97,30.9
SC,2024-05-01,166.62,4.2,4521,133.2
SD,2024-05-01,154.02,1.8,548,
TN,2024-05-01,159.22,3.2,4981,178.3
TX,2024-05-01,174.04,4.1,18401,1043.8
UT,2024-05-01,181.49,3.2,2081,131.8
VT,2024-05-01,153.53,2.2,296,17.8
VA,2024-05-01,149.6,2.8,3364,473.4
WA,2024-05-01,163.99,4.6,3276,263.5
WV,2024-05-01,118.67,4.1,386,30.8
WI,2024-05-01,137.6,2.9,2367,129.8
WY,2024-05-01,127.56,3.1,229,11.4
AL,2024-06-01,142.24,2.9,1503,126.2
AK,2024-06-01,120.09,4.6,75,13.8
AZ,2024-06-01,182.5,3.5,5351,175.3
AR,2024-06-01,144.36,3.4,1145,51.5
CA,2024-06-01,168.65,5.3,9363,1402.3
CO,2024-06-01,169.17,4.2,2532,292.1
CT,2024-06-01,133.6,3.1,328,101.4
DE,2024-06-01,140.16,3.8,579,28.5
FL,2024-06-01,177.27,3.4,15739,755.1
GA,2024-06-01,169.46,3.6,5755,335.1
HI,2024-06-01,127.74,2.9,324,27.0
ID,2024-06-01,170.58,3.7,1414,53.6
IL,2024-06-01,132.52,5.1,1690,441.5
IN,2024-06-01,138.22,4.2,2412,148.6
IA,2024-06-01,138.42,3.0,1061,58.0
KS,2024-06-01,143.71,3.6,647,78.6
KY,2024-06-01,137.81,5.0,1170,88.1
LA,2024-06-01,114.33,4.2,1252,95.2
ME,2024-06-01,145.64,3.0,589,33.1
MD,2024-06-01,143.93,3.1,1371,281.4
MA,2024-06-01,158.91,4.0,1475,370.5
MI,2024-06-01,128.65,4.7,1759,314.1
MN,2024-06-01,155.19,3.2,1983,167.1
MS,2024-06-01,131.74,2.9,664,40.2
MO,2024-06-01,140.3,3.8,1920,165.6
MT,2024-06-01,133.85,3.0,534,29.0
NE,2024-06-01,150.35,2.8,542,50.2
NV,2024-06-01,153.28,5.6,1840,73.0
NH,2024-06-01,171.98,2.5,407,49.0
NJ,2024-06-01,140.36,4.6,2865,336.7
NM,2024-06-01,143.21,4.2,807,
NY,2024-06-01,137.2,4.3,3526,724.2
NC,2024-06-01,160.08,3.6,8368,334.0
ND,2024-06-01,157.88,2.5,418,17.2
OH,2024-06-01,134.89,4.3,3277,288.2
OK,2024-06-01,143.27,3.3,1069,83.3
OR,2024-06-01,164.27,4.1,1757,110.7
PA,2024-06-01,132.87,3.6,2319,391.5
RI,2024-06-01,134.84,4.4,92,30.9
SC,2024-06-01,166.17,4.4,4189,133.5
SD,2024-06-01,154.11,1.8,443,
TN,2024-06-01,159.3,3.3,3218,179.1
TX,2024-06-01,174.48,4.1,18062,1043.5
UT,2024-06-01,181.84,3.3,2058,131.6
VT,2024-06-01,153.3,2.3,196,17.9
VA,2024-06-01,149.92,2.8,2677,474.0
WA,2024-06-01,164.71,4.5,2387,264.3
WV,2024-06-01,118.73,4.1,318,30.9
WI,2024-06-01,137.8,2.9,1955,129.7
WY,2024-06-01,127.51,3.2,143,11.3
AL,2024-07-01,141.93,3.0,1456,126.1
AK,2024-07-01,120.17,4.7,57,13.6
AZ,2024-07-01,182.37,3.6,5003,168.6
AR,2024-07-01,144.65,3.4,1051,51.5
CA,2024-07-01,168.82,5.4,8518,1407.2
CO,2024-07-01,169.33,4.3,2489,291.2
CT,2024-07-01,133.86,3.1,467,101.4
DE,2024-07-01,140.8,3.7,465,28.9
FL,2024-07-01,177.76,3.4,15414,756.1
GA,2024-07-01,169.78,3.6,5054,334.9
HI,2024-07-01,127.61,3.0,275,27.1
ID,2024-07-01,171.18,3.7,1450,53.9
IL,2024-07-01,132.72,5.1,1497,442.4
IN,2024-07-01,138.22,4.3,2179,148.9
IA,2024-07-01,138.15,3.1,1284,58.0
KS,2024-07-01,143.48,3.7,634,78.7
KY,2024-07-01,137.63,5.1,1227,88.1
LA,2024-07-01,114.39,4.3,1347,95.7
ME,2024-07-01,145.58,3.1,536,33.8
MD,2024-07-01,143.82,3.2,1345,284.1
MA,2024-07-01,158.7,4.1,1015,370.2
MI,2024-07-01,128.25,4.8,1732,312.7
MN,2024-07-01,155.39,3.2,1964,166.6
MS,2024-07-01,131.86,3.1,692,40.3
MO,2024-07-01,140.8,3.7,1558,165.4
MT,2024-07-01,134.05,3.0,571,29.2
NE,2024-07-01,150.57,2.8,967,50.0
NV,2024-07-01,153.61,5.6,1653,73.2
NH,2024-07-01,172.07,2.6,536,49.0
NJ,2024-07-01,140.46,4.6,3032,336.5
NM,2024-07-01,143.2,4.3,749,
NY,2024-07-01,137.1,4.4,4144,723.0
NC,2024-07-01,160.27,3.6,8956,334.3
ND,2024-07-01,158.06,2.5,212,17.1
OH,2024-07-01,135.05,4.3,2456,288.4
OK,2024-07-01,143.56,3.3,1137,83.3
OR,2024-07-01,164.34,4.2,1276,110.7
PA,2024-07-01,133.09,3.6,2042,391.2
RI,2024-07-01,134.95,4.4,151,31.1
SC,2024-07-01,166.06,4.5,4605,133.7
SD,2024-07-01,154.35,1.8,533,
TN,2024-07-01,159.34,3.4,3564,178.7
TX,2024-07-01,174.71,4.1,19859,1046.0
UT,2024-07-01,182.28,3.3,1779,131.8
VT,2024-07-01,153.12,2.4,344,17.8
VA,2024-07-01,150.26,2.8,3217,473.4
WA,2024-07-01,165.03,4.5,3081,263.8
WV,2024-07-01,118.84,4.1,380,30.4
WI,2024-07-01,138.03,2.9,2241,129.8
WY,2024-07-01,127.41,3.3,188,11.3
AL,2024-08-01,141.68,3.1,1759,126.3
AK,2024-08-01,120.25,4.7,64,13.6
AZ,2024-08-01,182.55,3.7,4919,169.1
AR,2024-08-01,144.91,3.5,1188,51.5
CA,2024-08-01,169.22,5.4,8905,1397.9
CO,2024-08-01,169.58,4.4,2062,290.6
CT,2024-08-01,133.83,3.2,463,101.3
DE,2024-08-01,141.16,3.7,532,29.0
FL,2024-08-01,178.26,3.4,15666,757.7
GA,2024-08-01,170.16,3.6,5750,334.8
HI,2024-08-01,127.79,3.0,256,26.9
ID,2024-08-01,171.67,3.7,1602,53.9
IL,2024-08-01,133.15,5.0,2217,441.7
IN,2024-08-01,138.42,4.4,2647,148.9
IA,2024-08-01,137.95,3.2,1142,58.0
KS,2024-08-01,143.74,3.7,1036,78.6
KY,2024-08-01,137.48,5.2,1763,88.2
LA,2024-08-01,114.35,4.5,1250,95.5
ME,2024-08-01,145.51,3.2,599,33.6
MD,2024-08-01,144.05,3.2,1444,282.3
MA,2024-08-01,158.49,4.2,1561,369.6
MI,2024-08-01,128.04,5.0,2109,314.7
MN,2024-08-01,155.74,3.2,2147,166.6
MS,2024-08-01,131.9,3.3,653,40.3
MO,2024-08-01,141.11,3.7,2232,165.0
MT,2024-08-01,134.25,3.0,459,29.2
NE,2024-08-01,150.6,2.9,749,49.8
NV,2024-08-01,153.63,5.7,1494,73.3
NH,2024-08-01,172.56,2.6,546,48.9
NJ,2024-08-01,140.7,4.6,3645,336.6
NM,2024-08-01,143.55,4.3,739,
NY,2024-08-01,137.32,4.4,3369,722.6
NC,2024-08-01,160.49,3.7,9465,334.4
ND,2024-08-01,158.33,2.5,171,17.0
OH,2024-08-01,134.99,4.4,2308,288.4
OK,2024-08-01,143.9,3.3,1127,83.3
OR,2024-08-01,164.75,4.2,1154,110.2
PA,2024-08-01,133.34,3.6,2134,390.7
RI,2024-08-01,134.86,4.5,94,31.0
SC,2024-08-01,166.16,4.6,3767,134.8
SD,2024-08-01,154.62,1.8,1105,
TN,2024-08-01,159.12,3.6,4465,178.5
TX,2024-08-01,175.15,4.2,20105,1048.4
UT,2024-08-01,182.79,3.3,1877,132.1
VT,2024-08-01,152.98,2.5,181,17.8
VA,2024-08-01,150.36,2.9,3166,473.5
WA,2024-08-01,165.44,4.5,3248,263.5
WV,2024-08-01,118.94,4.1,413,30.5
WI,2024-08-01,138.14,3.0,1894,130.2
WY,2024-08-01,127.47,3.4,162,11.4
AL,2024-09-01,140.95,3.3,1433,126.5
AK,2024-09-01,120.32,4.8,62,13.6
AZ,2024-09-01,182.94,3.8,4413,170.1
AR,2024-09-01,145.18,3.5,1641,51.6
CA,2024-09-01,169.31,5.5,7798,1393.7
