state_code,date,PHCI,UR,BPPRIV,NAICS54
OH,2020-11-01,120.92,6.4,2254,262.9
OK,2020-11-01,126.74,5.3,1109,72.6
OR,2020-11-01,140.53,6.6,1377,100.5
PA,2020-11-01,112.23,7.8,2367,356.9
RI,2020-11-01,115.1,7.0,117,26.4
SC,2020-11-01,146.65,5.1,3805,101.4
SD,2020-11-01,126.9,3.1,854,
TN,2020-11-01,135.0,5.9,4114,151.0
TX,2020-11-01,145.97,7.0,17953,835.8
UT,2020-11-01,156.3,3.8,2783,115.1
VT,2020-11-01,131.75,4.2,166,15.2
VA,2020-11-01,130.05,5.3,2521,444.1
WA,2020-11-01,136.8,6.9,3669,220.0
WV,2020-11-01,93.34,6.6,274,25.7
WI,2020-11-01,122.77,5.0,1498,115.0
WY,2020-11-01,113.01,5.5,144,9.4
AL,2020-12-01,125.79,4.5,1555,110.0
AK,2020-12-01,111.1,7.1,135,12.6
AZ,2020-12-01,151.07,6.5,6350,162.2
AR,2020-12-01,129.61,5.0,873,43.1
CA,2020-12-01,140.17,9.0,12584,1304.3
CO,2020-12-01,144.37,6.4,5336,243.0
CT,2020-12-01,113.23,7.4,395,92.8
DE,2020-12-01,122.03,5.6,830,25.6
FL,2020-12-01,148.44,6.2,14402,617.5
GA,2020-12-01,147.99,5.1,4564,285.7
HI,2020-12-01,98.26,10.2,383,24.6
ID,2020-12-01,149.02,4.2,1637,43.5
IL,2020-12-01,117.92,7.6,1284,415.6
IN,2020-12-01,124.64,5.0,1843,126.0
IA,2020-12-01,124.11,4.2,1115,52.6
KS,2020-12-01,129.43,4.4,824,71.9
KY,2020-12-01,129.21,4.7,907,77.5
LA,2020-12-01,103.45,7.4,1514,87.0
ME,2020-12-01,131.44,4.2,375,29.4
MD,2020-12-01,119.15,6.6,1785,262.5
MA,2020-12-01,128.55,7.4,1762,348.6
MI,2020-12-01,113.87,6.9,2167,291.9
MN,2020-12-01,134.01,4.8,2847,155.1
MS,2020-12-01,119.89,6.5,629,32.5
MO,2020-12-01,126.15,5.0,1241,163.0
MT,2020-12-01,113.31,4.2,580,24.0
NE,2020-12-01,135.91,3.0,730,47.2
NV,2020-12-01,118.91,9.6,2141,62.0
NH,2020-12-01,146.19,4.6,342,39.7
NJ,2020-12-01,123.65,7.3,3112,303.7
NM,2020-12-01,120.32,8.4,391,
NY,2020-12-01,115.65,8.7,3941,659.4
NC,2020-12-01,139.49,5.8,6018,272.7
ND,2020-12-01,131.67,4.4,168,15.5
OH,2020-12-01,121.34,6.3,2498,264.1
OK,2020-12-01,127.2,5.2,1169,72.8
OR,2020-12-01,140.68,6.5,1564,101.1
PA,2020-12-01,112.76,7.6,2333,358.1
RI,2020-12-01,115.67,7.0,119,26.5
SC,2020-12-01,147.76,4.9,4046,101.6
SD,2020-12-01,128.48,3.0,348,
TN,2020-12-01,136.34,5.6,3879,151.7
TX,2020-12-01,146.8,6.9,20635,844.1
UT,2020-12-01,157.36,3.6,2561,115.9
VT,2020-12-01,131.4,4.3,123,15.2
VA,2020-12-01,130.95,5.0,2612,446.1
WA,2020-12-01,137.72,6.7,4302,221.3
WV,2020-12-01,94.87,6.4,244,25.8
WI,2020-12-01,123.62,4.8,969,115.8
WY,2020-12-01,113.73,5.4,214,9.5
AL,2021-01-01,127.64,4.1,1941,110.2
AK,2021-01-01,111.38,7.0,111,12.6
AZ,2021-01-01,151.7,6.4,5096,163.4
AR,2021-01-01,130.34,4.9,1230,42.9
CA,2021-01-01,141.09,8.7,9729,1309.2
CO,2021-01-01,145.22,6.3,4807,244.6
CT,2021-01-01,113.79,7.2,241,92.9
DE,2021-01-01,121.84,5.7,677,25.5
FL,2021-01-01,150.05,5.8,15788,624.8
GA,2021-01-01,148.45,4.9,5331,287.8
HI,2021-01-01,100.22,9.5,339,24.7
ID,2021-01-01,149.7,4.1,1369,43.9
IL,2021-01-01,119.1,7.2,983,418.3
IN,2021-01-01,125.72,4.7,1584,126.5
IA,2021-01-01,124.36,4.2,494,52.8
KS,2021-01-01,130.96,4.1,495,71.7
KY,2021-01-01,129.9,4.6,1085,78.0
LA,2021-01-01,103.82,7.0,1496,86.5
ME,2021-01-01,130.97,4.4,458,29.5
MD,2021-01-01,120.06,6.4,1320,262.8
MA,2021-01-01,131.53,6.8,1246,350.9
MI,2021-01-01,115.51,6.4,1640,292.2
MN,2021-01-01,135.98,4.5,2335,155.8
MS,2021-01-01,120.0,6.4,710,32.5
MO,2021-01-01,126.75,4.9,1102,164.0
MT,2021-01-01,115.24,4.0,241,24.2
NE,2021-01-01,136.52,2.9,478,47.3
NV,2021-01-01,121.17,8.9,2029,62.3
NH,2021-01-01,147.76,4.3,216,41.1
NJ,2021-01-01,123.89,7.3,3309,306.8
NM,2021-01-01,120.88,8.2,414,
NY,2021-01-01,116.06,8.6,3951,662.3
NC,2021-01-01,139.89,5.7,6069,275.4
ND,2021-01-01,133.4,4.1,204,15.7
OH,2021-01-01,122.06,6.1,1573,264.7
OK,2021-01-01,127.82,5.0,1270,73.6
OR,2021-01-01,141.46,6.3,1072,101.8
PA,2021-01-01,113.75,7.3,3833,359.4
RI,2021-01-01,117.12,6.6,103,26.8
SC,2021-01-01,149.07,4.6,3610,102.6
SD,2021-01-01,130.01,2.9,595,
TN,2021-01-01,137.06,5.4,3818,153.0
TX,2021-01-01,147.51,6.7,22260,847.4
UT,2021-01-01,158.41,3.4,2811,116.3
VT,2021-01-01,131.28,4.4,92,15.5
VA,2021-01-01,131.72,4.8,3294,447.6
WA,2021-01-01,138.98,6.4,4205,222.0
WV,2021-01-01,96.42,6.2,192,25.8
WI,2021-01-01,124.5,4.6,1094,116.3
WY,2021-01-01,114.13,5.3,184,9.6
AL,2021-02-01,128.74,3.9,1879,110.5
AK,2021-02-01,111.53,7.0,115,12.6
AZ,2021-02-01,152.72,6.2,5484,164.7
AR,2021-02-01,130.5,4.8,963,43.1
CA,2021-02-01,142.12,8.6,7897,1312.2
CO,2021-02-01,145.94,6.3,3625,246.9
CT,2021-02-01,113.88,7.2,276,93.5
DE,2021-02-01,121.3,5.9,778,25.5
FL,2021-02-01,151.38,5.5,12866,630.5
GA,2021-02-01,149.04,4.6,4683,289.3
HI,2021-02-01,101.51,9.1,293,24.9
ID,2021-02-01,150.28,4.1,1438,44.3
IL,2021-02-01,119.88,7.0,1011,420.5
IN,2021-02-01,126.31,4.5,1579,127.0
IA,2021-02-01,124.52,4.2,773,52.6
KS,2021-02-01,132.34,3.8,846,71.4
KY,2021-02-01,130.08,4.6,1654,78.4
LA,2021-02-01,104.02,6.8,1411,87.2
ME,2021-02-01,130.1,4.8,275,29.6
MD,2021-02-01,121.0,6.2,1790,262.2
MA,2021-02-01,133.73,6.4,1062,351.8
MI,2021-02-01,116.79,6.2,1559,292.7
MN,2021-02-01,137.27,4.3,2030,156.2
MS,2021-02-01,119.97,6.3,547,32.3
MO,2021-02-01,127.22,4.8,1121,164.5
MT,2021-02-01,116.59,3.9,222,24.3
NE,2021-02-01,136.8,2.9,575,47.2
NV,2021-02-01,122.58,8.5,2129,62.5
NH,2021-02-01,148.37,4.2,260,41.2
NJ,2021-02-01,124.09,7.3,2159,308.5
NM,2021-02-01,121.2,8.2,715,
NY,2021-02-01,116.78,8.4,2956,662.2
NC,2021-02-01,140.39,5.6,7814,276.8
ND,2021-02-01,134.93,3.9,69,15.8
OH,2021-02-01,122.2,6.1,2271,265.7
OK,2021-02-01,128.08,4.9,1122,73.7
OR,2021-02-01,142.26,6.2,1474,102.1
PA,2021-02-01,114.48,7.1,3591,360.7
RI,2021-02-01,118.06,6.4,96,27.0
SC,2021-02-01,150.15,4.4,3588,103.1
SD,2021-02-01,131.3,2.8,245,
TN,2021-02-01,137.87,5.2,3530,154.1
TX,2021-02-01,147.81,6.6,18184,852.1
UT,2021-02-01,159.24,3.3,2867,116.9
VT,2021-02-01,131.15,4.5,97,15.6
VA,2021-02-01,132.17,4.7,2789,448.4
WA,2021-02-01,140.13,6.2,4629,223.2
WV,2021-02-01,97.95,6.0,596,25.8
WI,2021-02-01,124.9,4.5,1271,116.7
WY,2021-02-01,114.43,5.3,146,9.6
AL,2021-03-01,129.79,3.7,2021,111.5
AK,2021-03-01,111.7,7.0,145,12.6
AZ,2021-03-01,153.82,6.0,5173,166.5
AR,2021-03-01,131.29,4.7,1886,43.7
CA,2021-03-01,142.92,8.5,11644,1319.6
CO,2021-03-01,146.76,6.2,4823,249.5
CT,2021-03-01,114.0,7.2,564,94.2
DE,2021-03-01,121.51,5.9,838,25.7
FL,2021-03-01,152.17,5.4,17512,637.8
GA,2021-03-01,149.73,4.5,6099,292.0
HI,2021-03-01,103.62,8.4,254,25.0
ID,2021-03-01,151.09,4.0,2052,44.7
IL,2021-03-01,120.61,6.8,1625,422.9
IN,2021-03-01,126.86,4.4,2421,127.9
IA,2021-03-01,124.46,4.3,1830,53.0
KS,2021-03-01,133.2,3.7,764,71.8
KY,2021-03-01,130.4,4.6,1700,79.2
LA,2021-03-01,104.66,6.6,1988,88.4
ME,2021-03-01,129.68,5.0,499,29.9
MD,2021-03-01,121.68,6.1,1601,264.3
MA,2021-03-01,135.42,6.1,1488,354.1
MI,2021-03-01,117.29,6.1,2364,293.3
MN,2021-03-01,138.59,4.1,3167,157.0
MS,2021-03-01,120.5,6.2,880,32.8
MO,2021-03-01,127.56,4.8,2347,165.6
MT,2021-03-01,117.83,3.8,652,24.5
NE,2021-03-01,137.21,2.9,897,47.4
NV,2021-03-01,124.61,8.0,2184,63.1
NH,2021-03-01,149.44,4.0,456,41.5
NJ,2021-03-01,124.55,7.2,2916,310.6
NM,2021-03-01,122.0,8.0,660,
NY,2021-03-01,117.84,8.1,2759,667.5
NC,2021-03-01,141.02,5.5,8638,279.8
ND,2021-03-01,136.31,3.7,299,15.9
OH,2021-03-01,122.64,6.0,2494,266.7
OK,2021-03-01,128.82,4.8,1577,74.2
OR,2021-03-01,143.31,6.1,2452,102.8
PA,2021-03-01,115.54,6.8,3951,362.6
RI,2021-03-01,118.79,6.3,131,27.3
SC,2021-03-01,150.92,4.3,4444,103.9
SD,2021-03-01,132.05,2.8,746,
TN,2021-03-01,138.56,5.1,6526,155.1
TX,2021-03-01,148.93,6.4,23649,863.2
UT,2021-03-01,160.12,3.1,3686,117.7
VT,2021-03-01,131.85,4.4,197,15.6
VA,2021-03-01,132.91,4.5,4361,450.6
WA,2021-03-01,141.67,5.9,4897,224.8
WV,2021-03-01,99.05,5.9,447,26.0
WI,2021-03-01,125.58,4.3,2088,117.7
WY,2021-03-01,114.89,5.2,187,9.7
AL,2021-04-01,129.96,3.7,1652,111.9
AK,2021-04-01,111.66,7.1,166,12.7
AZ,2021-04-01,154.83,5.8,6384,167.3
AR,2021-04-01,131.54,4.6,1298,44.2
CA,2021-04-01,143.75,8.4,10560,1328.5
CO,2021-04-01,147.32,6.2,5514,250.4
CT,2021-04-01,114.12,7.2,690,94.8
DE,2021-04-01,121.79,5.9,861,25.7
FL,2021-04-01,153.17,5.2,19625,640.0
GA,2021-04-01,150.18,4.3,5912,294.3
HI,2021-04-01,105.66,7.8,290,25.2
ID,2021-04-01,151.98,3.9,1704,45.3
IL,2021-04-01,121.06,6.7,1967,423.7
IN,2021-04-01,127.23,4.3,2640,128.8
IA,2021-04-01,124.33,4.4,1903,53.1
KS,2021-04-01,133.46,3.7,889,71.9
KY,2021-04-01,130.58,4.6,1258,79.2
LA,2021-04-01,105.11,6.4,2481,88.5
ME,2021-04-01,129.34,5.2,651,29.9
MD,2021-04-01,122.65,5.9,1378,264.6
MA,2021-04-01,136.72,5.9,2179,354.9
MI,2021-04-01,116.94,6.2,2211,293.5
MN,2021-04-01,139.41,4.0,2868,156.8
MS,2021-04-01,120.7,6.1,776,33.1
MO,2021-04-01,128.11,4.7,2167,165.9
MT,2021-04-01,119.02,3.7,474,24.7
NE,2021-04-01,137.57,2.9,988,47.6
NV,2021-04-01,126.5,7.6,2156,63.3
NH,2021-04-01,150.27,3.9,419,41.8
NJ,2021-04-01,124.87,7.2,3535,313.1
NM,2021-04-01,122.52,7.9,724,
NY,2021-04-01,118.61,7.9,3008,665.6
NC,2021-04-01,141.59,5.3,8029,282.7
ND,2021-04-01,137.89,3.5,337,16.0
OH,2021-04-01,123.0,5.9,2921,268.0
OK,2021-04-01,129.27,4.7,1428,74.4
OR,2021-04-01,143.98,6.0,2070,102.9
PA,2021-04-01,116.43,6.5,2733,364.4
RI,2021-04-01,119.22,6.3,152,27.6
SC,2021-04-01,151.68,4.2,4352,104.4
SD,2021-04-01,132.83,2.8,811,
TN,2021-04-01,139.03,5.0,5298,156.2
TX,2021-04-01,149.48,6.2,24127,872.5
UT,2021-04-01,160.89,3.0,4266,118.6
VT,2021-04-01,132.8,4.3,262,15.9
VA,2021-04-01,133.39,4.4,4116,450.7
WA,2021-04-01,142.95,5.7,4277,226.7
WV,2021-04-01,100.12,5.8,273,26.2
WI,2021-04-01,126.1,4.2,2699,117.7
WY,2021-04-01,115.29,5.1,256,9.7
AL,2021-05-01,131.06,3.5,1747,113.2
AK,2021-05-01,111.67,6.9,138,12.9
AZ,2021-05-01,155.99,5.6,5349,169.1
AR,2021-05-01,132.0,4.4,907,44.9
CA,2021-05-01,145.26,8.0,9922,1337.0
CO,2021-05-01,148.28,6.0,4380,252.5
CT,2021-05-01,114.76,7.0,329,95.3
DE,2021-05-01,122.33,5.8,944,25.6
FL,2021-05-01,154.26,5.0,17754,644.4
GA,2021-05-01,150.95,4.1,5334,297.0
HI,2021-05-01,108.42,6.9,226,25.6
ID,2021-05-01,152.81,3.8,1489,45.8
IL,2021-05-01,121.46,6.6,1460,425.1
IN,2021-05-01,127.72,4.2,2357,130.8
IA,2021-05-01,124.88,4.3,944,53.5
KS,2021-05-01,134.14,3.6,745,72.6
KY,2021-05-01,130.83,4.6,1323,80.5
LA,2021-05-01,105.76,6.2,1614,89.8
ME,2021-05-01,129.71,5.1,745,30.2
MD,2021-05-01,123.64,5.7,1356,266.4
MA,2021-05-01,138.45,5.6,1840,358.3
MI,2021-05-01,117.36,6.1,1979,296.6
MN,2021-05-01,140.12,3.9,3823,158.3
MS,2021-05-01,121.19,5.9,968,33.8
MO,2021-05-01,129.09,4.5,1592,166.7
MT,2021-05-01,120.17,3.6,395,25.0
NE,2021-05-01,138.11,2.8,1074,47.9
NV,2021-05-01,128.41,7.2,1712,64.0
NH,2021-05-01,151.04,3.8,571,42.3
NJ,2021-05-01,125.49,7.0,3108,315.1
NM,2021-05-01,123.6,7.5,569,
NY,2021-05-01,119.82,7.5,3573,672.1
NC,2021-05-01,142.19,5.2,6860,285.9
ND,2021-05-01,139.24,3.3,496,16.1
OH,2021-05-01,123.67,5.7,2932,271.4
OK,2021-05-01,129.98,4.5,1232,74.9
OR,2021-05-01,145.29,5.6,1819,104.3
PA,2021-05-01,117.2,6.3,2657,367.6
RI,2021-05-01,120.14,6.1,120,28.0
SC,2021-05-01,152.43,4.1,3928,105.9
SD,2021-05-01,133.98,2.7,662,
TN,2021-05-01,139.7,4.9,5384,157.4
TX,2021-05-01,150.64,6.0,21683,882.3
UT,2021-05-01,161.62,2.9,3538,119.6
VT,2021-05-01,134.36,4.0,200,16.0
VA,2021-05-01,134.11,4.2,3125,452.0
WA,2021-05-01,144.17,5.5,4123,229.5
WV,2021-05-01,101.59,5.6,321,26.3
WI,2021-05-01,126.58,4.1,2316,119.5
WY,2021-05-01,116.12,4.9,185,9.9
AL,2021-06-01,131.37,3.5,1679,113.1
AK,2021-06-01,111.84,6.8,157,13.1
AZ,2021-06-01,157.48,5.3,5996,169.2
AR,2021-06-01,132.65,4.2,1060,44.9
CA,2021-06-01,145.96,7.9,10796,1331.2
CO,2021-06-01,149.09,5.9,4955,253.7
CT,2021-06-01,114.94,7.0,363,95.5
DE,2021-06-01,122.57,5.8,690,25.6
FL,2021-06-01,155.08,4.9,19447,648.7
GA,2021-06-01,151.63,4.0,5956,298.3
HI,2021-06-01,110.53,6.3,238,25.5
ID,2021-06-01,153.67,3.7,1916,46.2
IL,2021-06-01,122.2,6.4,1981,426.0
IN,2021-06-01,128.3,4.1,2957,130.5
IA,2021-06-01,125.53,4.2,1359,53.6
KS,2021-06-01,134.48,3.6,639,71.9
KY,2021-06-01,131.06,4.6,1116,80.0
LA,2021-06-01,106.26,6.0,2224,90.2
ME,2021-06-01,129.69,5.2,803,30.1
MD,2021-06-01,124.23,5.6,1809,265.5
MA,2021-06-01,139.31,5.5,1445,356.4
MI,2021-06-01,117.53,6.2,2272,296.3
MN,2021-06-01,140.91,3.8,3341,157.7
MS,2021-06-01,121.59,5.7,665,33.9
MO,2021-06-01,129.83,4.4,1208,166.4
MT,2021-06-01,121.3,3.5,914,25.3
NE,2021-06-01,138.76,2.7,780,48.0
NV,2021-06-01,130.37,6.9,1770,63.9
NH,2021-06-01,151.81,3.7,468,42.4
NJ,2021-06-01,125.36,7.2,2935,316.4
NM,2021-06-01,124.1,7.4,721,
NY,2021-06-01,120.11,7.5,4505,671.8
NC,2021-06-01,142.74,5.1,8339,288.0
ND,2021-06-01,140.72,3.1,289,15.9
OH,2021-06-01,124.36,5.5,2753,269.1
OK,2021-06-01,130.89,4.3,1338,75.7
OR,2021-06-01,146.25,5.4,1555,104.4
PA,2021-06-01,117.96,6.1,2654,367.7
RI,2021-06-01,120.35,6.2,182,28.0
SC,2021-06-01,153.25,4.0,5588,105.6
SD,2021-06-01,134.51,2.7,604,
TN,2021-06-01,140.64,4.7,5653,158.1
TX,2021-06-01,151.3,5.9,23679,891.6
UT,2021-06-01,162.4,2.8,4069,120.0
VT,2021-06-01,135.97,3.7,188,16.1
VA,2021-06-01,134.8,4.0,3558,451.4
WA,2021-06-01,145.37,5.3,3889,230.4
WV,2021-06-01,103.07,5.4,428,26.3
WI,2021-06-01,127.29,3.9,2176,119.5
WY,2021-06-01,116.72,4.7,283,9.9
AL,2021-07-01,132.53,3.3,1830,113.5
AK,2021-07-01,112.45,6.4,146,13.0
AZ,2021-07-01,159.21,4.9,5935,170.5
AR,2021-07-01,133.18,3.9,1242,44.9
CA,2021-07-01,147.85,7.4,9714,1346.0
CO,2021-07-01,150.07,5.7,4749,256.3
CT,2021-07-01,116.14,6.6,294,96.0
DE,2021-07-01,123.95,5.5,890,25.5
FL,2021-07-01,156.21,4.7,17750,653.7
GA,2021-07-01,152.72,3.8,4709,301.7
HI,2021-07-01,113.46,5.4,332,25.7
ID,2021-07-01,154.91,3.5,1522,46.5
IL,2021-07-01,122.92,6.2,2224,425.8
IN,2021-07-01,129.32,3.9,2544,131.1
IA,2021-07-01,126.61,4.0,1116,53.7
KS,2021-07-01,135.25,3.5,724,72.0
KY,2021-07-01,131.29,4.6,1044,80.1
LA,2021-07-01,107.0,5.6,1541,90.4
ME,2021-07-01,130.52,5.0,764,30.4
MD,2021-07-01,125.6,5.3,1228,265.6
MA,2021-07-01,141.19,5.2,1341,361.1
MI,2021-07-01,118.42,6.0,1658,298.8
MN,2021-07-01,141.82,3.7,2706,159.0
MS,2021-07-01,122.33,5.5,595,34.3
MO,2021-07-01,131.37,4.1,1389,166.4
MT,2021-07-01,122.4,3.4,580,25.3
NE,2021-07-01,139.43,2.6,614,47.9
NV,2021-07-01,132.74,6.5,1795,64.0
NH,2021-07-01,153.12,3.5,426,43.0
NJ,2021-07-01,126.32,6.9,2740,318.0
NM,2021-07-01,125.28,7.1,759,
NY,2021-07-01,121.39,7.1,3007,674.1
NC,2021-07-01,143.61,4.9,7676,291.6
ND,2021-07-01,142.31,2.9,385,16.2
OH,2021-07-01,125.43,5.2,2376,270.6
OK,2021-07-01,131.86,4.0,1222,75.6
OR,2021-07-01,148.1,5.0,2132,104.6
PA,2021-07-01,118.82,5.9,2570,370.2
RI,2021-07-01,121.53,5.9,104,28.1
SC,2021-07-01,154.11,3.9,4276,106.8
SD,2021-07-01,135.76,2.6,617,
TN,2021-07-01,142.0,4.4,4457,158.7
TX,2021-07-01,152.48,5.6,20762,900.1
UT,2021-07-01,163.23,2.7,3839,120.7
VT,2021-07-01,137.29,3.5,141,16.1
VA,2021-07-01,135.65,3.8,2973,452.4
WA,2021-07-01,146.75,5.1,4566,231.7
WV,2021-07-01,105.23,5.1,245,26.5
WI,2021-07-01,128.1,3.7,2379,119.8
WY,2021-07-01,117.33,4.5,247,9.9
AL,2021-08-01,133.19,3.2,1547,114.0
AK,2021-08-01,112.89,6.2,145,12.8
AZ,2021-08-01,160.57,4.6,4939,170.6
AR,2021-08-01,133.77,3.7,1092,45.3
CA,2021-08-01,149.43,7.0,9869,1349.1
CO,2021-08-01,151.03,5.4,5793,257.7
CT,2021-08-01,117.12,6.3,299,96.1
DE,2021-08-01,124.66,5.4,627,25.4
FL,2021-08-01,157.25,4.5,22629,657.1
GA,2021-08-01,153.1,3.7,5569,303.4
HI,2021-08-01,115.79,4.7,203,25.8
ID,2021-08-01,155.77,3.4,1614,46.9
IL,2021-08-01,123.78,5.9,1793,426.3
IN,2021-08-01,129.89,3.7,2317,132.3
IA,2021-08-01,127.63,3.8,1023,53.7
KS,2021-08-01,136.26,3.3,808,71.9
KY,2021-08-01,131.91,4.5,1118,80.3
LA,2021-08-01,107.59,5.2,1519,90.6
ME,2021-08-01,131.12,4.9,653,30.5
MD,2021-08-01,126.99,5.0,1606,266.3
MA,2021-08-01,142.49,5.0,1173,361.3
MI,2021-08-01,119.5,5.7,1771,300.7
MN,2021-08-01,142.95,3.5,3715,159.0
MS,2021-08-01,122.7,5.1,654,34.6
MO,2021-08-01,132.43,3.9,2101,166.5
MT,2021-08-01,123.48,3.3,511,25.7
NE,2021-08-01,140.02,2.5,638,48.0
NV,2021-08-01,134.34,6.2,2182,64.0
NH,2021-08-01,154.15,3.3,425,43.1
NJ,2021-08-01,126.78,6.8,3039,318.9
NM,2021-08-01,126.15,6.8,595,
NY,2021-08-01,122.42,6.8,4764,674.7
NC,2021-08-01,143.97,4.7,8399,292.7
ND,2021-08-01,143.33,2.8,286,16.2
OH,2021-08-01,126.33,4.9,3526,271.9
OK,2021-08-01,132.81,3.7,1377,75.8
OR,2021-08-01,149.19,4.7,1722,104.8
PA,2021-08-01,119.71,5.6,2617,371.4
RI,2021-08-01,122.5,5.6,141,28.2
SC,2021-08-01,154.87,3.8,3629,107.8
SD,2021-08-01,136.73,2.5,797,
TN,2021-08-01,142.94,4.2,4957,159.5
TX,2021-08-01,153.43,5.3,23304,907.7
UT,2021-08-01,163.95,2.6,3867,121.4
VT,2021-08-01,138.45,3.3,171,16.3
VA,2021-08-01,136.59,3.5,3265,452.8
WA,2021-08-01,148.01,4.9,6349,233.4
WV,2021-08-01,107.24,4.8,327,26.7
WI,2021-08-01,128.64,3.5,2457,120.3
WY,2021-08-01,117.99,4.3,277,10.0
AL,2021-09-01,134.25,3.0,1886,113.9
AK,2021-09-01,113.45,5.9,132,12.9
AZ,2021-09-01,162.23,4.2,4306,172.1
AR,2021-09-01,134.11,3.5,1590,45.0
CA,2021-09-01,151.08,6.5,8736,1352.6
CO,2021-09-01,152.36,4.9,5444,259.7
CT,2021-09-01,118.32,5.9,380,96.0
DE,2021-09-01,125.96,5.1,601,25.4
FL,2021-09-01,158.63,4.2,17123,660.2
GA,2021-09-01,153.52,3.5,5813,304.2
HI,2021-09-01,118.37,3.9,558,25.4
ID,2021-09-01,156.35,3.3,1683,47.1
IL,2021-09-01,124.92,5.5,1642,428.5
IN,2021-09-01,130.33,3.5,2578,131.8
IA,2021-09-01,128.91,3.5,1319,53.3
KS,2021-09-01,137.19,3.1,819,71.0
KY,2021-09-01,132.42,4.4,1217,80.2
LA,2021-09-01,106.58,4.8,1403,89.6
ME,2021-09-01,132.18,4.6,485,30.5
MD,2021-09-01,128.71,4.6,1789,267.5
MA,2021-09-01,144.7,4.6,1828,360.5
MI,2021-09-01,120.45,5.4,1988,303.2
MN,2021-09-01,143.49,3.4,3515,158.5
MS,2021-09-01,123.12,4.8,741,34.8
MO,2021-09-01,133.39,3.7,2105,165.7
MT,2021-09-01,125.13,3.1,505,25.8
NE,2021-09-01,140.42,2.4,1266,47.9
NV,2021-09-01,136.2,5.8,1666,63.8
NH,2021-09-01,154.99,3.1,342,43.1
NJ,2021-09-01,128.11,6.3,2483,320.3
NM,2021-09-01,127.35,6.3,668,
NY,2021-09-01,124.29,6.2,2653,678.4
NC,2021-09-01,144.37,4.5,7802,294.0
ND,2021-09-01,144.61,2.6,229,16.3
OH,2021-09-01,126.84,4.7,2480,270.9
OK,2021-09-01,133.79,3.4,1253,76.1
OR,2021-09-01,150.25,4.4,1509,105.3
PA,2021-09-01,120.67,5.2,1952,372.9
RI,2021-09-01,123.99,5.1,87,28.3
SC,2021-09-01,155.85,3.6,4102,108.5
SD,2021-09-01,137.74,2.4,770,
TN,2021-09-01,143.96,3.9,3910,160.3
TX,2021-09-01,154.35,5.0,18003,914.8
UT,2021-09-01,164.55,2.5,3423,121.8
VT,2021-09-01,139.57,3.1,172,16.2
VA,2021-09-01,137.2,3.3,3078,453.5
WA,2021-09-01,149.22,4.7,3701,235.3
WV,2021-09-01,109.37,4.5,278,26.8
WI,2021-09-01,128.98,3.4,2070,120.6
WY,2021-09-01,118.6,4.1,187,10.0
AL,2021-10-01,135.08,2.9,1510,115.3
AK,2021-10-01,113.98,5.7,125,12.8
AZ,2021-10-01,163.56,4.0,4986,172.2
AR,2021-10-01,134.92,3.3,1247,45.8
CA,2021-10-01,152.99,6.1,10997,1380.9
CO,2021-10-01,153.5,4.6,4721,262.1
CT,2021-10-01,119.29,5.6,336,97.1
DE,2021-10-01,127.13,4.9,607,25.9
FL,2021-10-01,159.85,4.0,16212,668.3
GA,2021-10-01,154.76,3.4,4865,308.3
HI,2021-10-01,120.53,3.3,267,25.9
ID,2021-10-01,157.28,3.2,1656,47.2
IL,2021-10-01,126.09,5.2,2655,432.0
IN,2021-10-01,131.39,3.3,2207,135.1
IA,2021-10-01,130.03,3.3,1557,54.0
KS,2021-10-01,138.52,2.9,578,72.2
KY,2021-10-01,133.14,4.3,1100,81.3
LA,2021-10-01,108.14,4.5,1460,91.6
ME,2021-10-01,132.91,4.5,499,31.1
MD,2021-10-01,130.55,4.2,1224,269.5
MA,2021-10-01,146.26,4.4,1021,365.6
MI,2021-10-01,121.96,5.1,1582,305.0
MN,2021-10-01,145.04,3.2,4310,161.0
MS,2021-10-01,123.98,4.5,700,35.2
MO,2021-10-01,134.62,3.5,2081,167.3
MT,2021-10-01,126.95,2.9,600,26.0
NE,2021-10-01,141.11,2.3,1265,48.2
NV,2021-10-01,137.79,5.6,1770,64.7
NH,2021-10-01,156.59,2.8,282,44.6
NJ,2021-10-01,129.37,6.0,3013,327.0
NM,2021-10-01,128.42,6.0,527,
NY,2021-10-01,125.63,5.9,3122,685.5
NC,2021-10-01,145.41,4.3,8006,298.0
ND,2021-10-01,145.81,2.5,192,16.5
OH,2021-10-01,127.98,4.4,2812,275.7
OK,2021-10-01,134.98,3.1,1130,76.4
OR,2021-10-01,151.41,4.2,1560,106.2
PA,2021-10-01,121.82,4.9,1916,375.6
RI,2021-10-01,125.34,4.7,114,28.6
SC,2021-10-01,156.9,3.5,4275,110.0
SD,2021-10-01,139.33,2.2,706,
TN,2021-10-01,144.98,3.7,4722,161.8
TX,2021-10-01,155.57,4.8,18064,929.8
UT,2021-10-01,165.36,2.4,2395,123.1
VT,2021-10-01,140.9,2.9,198,16.4
VA,2021-10-01,138.06,3.1,2451,456.2
WA,2021-10-01,150.91,4.4,4987,239.0
WV,2021-10-01,111.04,4.3,255,27.3
WI,2021-10-01,129.71,3.2,2670,121.3
WY,2021-10-01,119.25,3.9,195,10.1
AL,2021-11-01,136.24,2.7,1433,115.5
AK,2021-11-01,114.49,5.4,114,12.9
