fullname,Base Model,country,Upload To Hub Date,Average,#Params (B),CO2 cost (kg),IFEval Raw,IFEval,BBH Raw,BBH,MATH Lvl 5 Raw,MATH Lvl 5,GPQA Raw,GPQA,MUSR Raw,MUSR,MMLU-PRO Raw,MMLU-PRO,Official Providers
mlabonne/phixtral-2x2_8,mlabonne/phixtral-2x2_8,France,2024-01-07,15.55311359,4.458,1.921902134,0.343118481,34.31184812,0.488859419,28.50264486,0.035498489,3.549848943,0.265100671,2.013422819,0.364354167,7.7109375,0.255069814,17.22997931,TRUE
mosaicml/mpt-7b,mosaicml/mpt-7b,USA,2023-05-05,6.032029339,7,1.28700685,0.215199005,21.51990053,0.32997416,6.550600791,0.015861027,1.586102719,0.260067114,1.342281879,0.367239583,2.904947917,0.12059508,2.288342199,TRUE
NousResearch/Nous-Hermes-llama-2-7b,NousResearch/Nous-Hermes-llama-2-7b,Canada,2023-07-25,9.316715939,6.738,5.116114115,0.172907884,17.29078844,0.382393769,13.78941955,0.009063444,0.906344411,0.263422819,1.789709172,0.42571875,11.68151042,0.193982713,10.44252364,TRUE
NousResearch/Yarn-Llama-2-13b-128k,NousResearch/Yarn-Llama-2-13b-128k,Canada,2023-08-30,8.494146677,13,103.8715666,0.165464301,16.54643014,0.382681644,13.50531909,0.017371601,1.737160121,0.258389262,1.118568233,0.34575,3.385416667,0.232047872,14.67198582,TRUE
NousResearch/Yarn-Llama-2-7b-128k,NousResearch/Yarn-Llama-2-7b-128k,Canada,2023-08-31,6.81480068,7,1.679477674,0.14847826,14.84782599,0.324802954,6.144691713,0.01510574,1.510574018,0.260067114,1.342281879,0.396697917,8.25390625,0.179105718,8.789524232,TRUE
NousResearch/Yarn-Llama-2-7b-64k,NousResearch/Yarn-Llama-2-7b-64k,Canada,2023-08-30,7.222883146,7,1.660802652,0.169985638,16.99856381,0.332627787,7.044055414,0.015861027,1.586102719,0.264261745,1.901565996,0.393875,6.934375,0.179853723,8.872635934,TRUE
NousResearch/Yarn-Mistral-7b-128k,NousResearch/Yarn-Mistral-7b-128k,Canada,2023-10-31,13.26875539,7,1.100522064,0.193366933,19.33669331,0.431446771,20.63311244,0.031722054,3.172205438,0.298657718,6.487695749,0.407052083,8.948177083,0.289311835,21.03464835,TRUE
NousResearch/Yarn-Mistral-7b-64k,NousResearch/Yarn-Mistral-7b-64k,Canada,2023-10-31,13.540458,7,1.082320291,0.207954893,20.7954893,0.429319046,20.23020021,0.037009063,3.700906344,0.290268456,5.369127517,0.412385417,9.881510417,0.291389628,21.26551418,TRUE
NousResearch/Yarn-Solar-10b-32k,NousResearch/Yarn-Solar-10b-32k,Canada,2024-01-17,15.72126142,10,2.030195735,0.194215792,19.42157919,0.498685915,28.99482436,0.03021148,3.021148036,0.302852349,7.046979866,0.414645833,10.59739583,0.327210771,25.24564125,TRUE
NousResearch/Yarn-Solar-10b-64k,NousResearch/Yarn-Solar-10b-64k,Canada,2024-01-17,15.16205045,10,1.527505746,0.198886732,19.88867316,0.49219908,28.39571415,0.028700906,2.870090634,0.302013423,6.935123043,0.4014375,9.013020833,0.314827128,23.86968085,TRUE
nvidia/AceInstruct-1.5B,nvidia/AceInstruct-1.5B,USA,2025-01-15,18.11586486,1.777,1.706408296,0.394775861,39.47758614,0.393195814,15.46856104,0.312688822,31.26888218,0.271812081,2.908277405,0.346,2.083333333,0.257396941,17.48854905,TRUE
nvidia/AceInstruct-72B,nvidia/AceInstruct-72B,USA,2025-01-15,40.40502231,72.706,80.78669498,0.711888899,71.18888992,0.613904179,44.20381995,0.626132931,62.61329305,0.321308725,9.507829978,0.420604167,11.87552083,0.487367021,43.04078014,TRUE
nvidia/AceInstruct-7B,nvidia/AceInstruct-7B,USA,2025-01-15,33.05654348,7.616,1.850144664,0.542229063,54.22290633,0.550118131,36.57481399,0.529456193,52.94561934,0.30704698,7.606263982,0.4255,11.6875,0.417719415,35.30215721,TRUE
nvidia/AceMath-1.5B-Instruct,nvidia/AceMath-1.5B-Instruct,USA,2025-01-13,20.18985986,1.777,1.663243327,0.321236541,32.12365413,0.402430127,16.76250959,0.528700906,52.87009063,0.274328859,3.243847875,0.360697917,4.320572917,0.206366356,11.81848404,TRUE
nvidia/AceMath-72B-Instruct,nvidia/AceMath-72B-Instruct,USA,2025-01-14,36.65560439,72.706,88.01123586,0.494993284,49.49932845,0.640215611,48.68777244,0.714501511,71.45015106,0.270973154,2.796420582,0.40615625,9.602864583,0.441073803,37.89708924,TRUE
nvidia/AceMath-72B-RM,nvidia/AceMath-72B-RM,USA,2025-01-14,3.428826721,71.461,150.0007239,0.141259636,14.12596355,0.271742635,1.40350165,0,0,0.234060403,0,0.335145833,3.059895833,0.117852394,1.983599291,TRUE
nvidia/AceMath-7B-Instruct,nvidia/AceMath-7B-Instruct,USA,2025-01-13,30.32749005,7.616,1.977308296,0.453177569,45.31775689,0.499385473,29.99382586,0.633685801,63.36858006,0.291946309,5.592841163,0.419270833,11.20885417,0.338347739,26.48308215,TRUE
nvidia/AceMath-7B-RM,nvidia/AceMath-7B-RM,USA,2025-01-14,3.224390006,7.071,1.354279303,0.149378095,14.93780946,0.242268929,0.251527035,0,0,0.245805369,0,0.358,2.616666667,0.113863032,1.540336879,TRUE
nvidia/Hymba-1.5B-Base,nvidia/Hymba-1.5B-Base,USA,2024-10-09,8.035282134,1.523,18.21582876,0.229512139,22.95121389,0.325647852,7.689941118,0.013595166,1.359516616,0.255872483,0.782997763,0.356635417,5.179427083,0.192237367,10.24859634,TRUE
nvidia/Llama-3.1-Minitron-4B-Depth-Base,nvidia/Llama-3.1-Minitron-4B-Depth-Base,USA,2024-08-13,11.65805114,4.02,0.935381272,0.160693626,16.06936262,0.417070419,19.44410956,0.019637462,1.963746224,0.263422819,1.789709172,0.4010625,10.69947917,0.279837101,19.98190012,TRUE
nvidia/Minitron-4B-Base,nvidia/Minitron-4B-Base,USA,2024-07-19,11.97773706,4,2.378533626,0.22179373,22.17937295,0.408387624,17.21560066,0.019637462,1.963746224,0.269295302,2.572706935,0.413375,9.938541667,0.261968085,17.9964539,TRUE
nvidia/Minitron-8B-Base,nvidia/Minitron-8B-Base,USA,2024-07-19,14.21649077,7.22,2.82504144,0.242426761,24.2426761,0.439506319,22.04079297,0.025679758,2.567975831,0.273489933,3.131991051,0.402552083,9.085677083,0.318068484,24.22983156,TRUE
nvidia/Mistral-NeMo-Minitron-8B-Base,nvidia/Mistral-NeMo-Minitron-8B-Base,USA,2024-08-19,17.69792586,7.88,5.115428507,0.194565974,19.45659738,0.521909809,31.82201516,0.048338369,4.833836858,0.325503356,10.06711409,0.40915625,8.94453125,0.379571144,31.0634604,TRUE
nvidia/Nemotron-Mini-4B-Instruct,nvidia/Nemotron-Mini-4B-Instruct,USA,2024-09-10,18.36351131,4,2.234627576,0.666876111,66.68761109,0.38648408,14.20382518,0.025679758,2.567975831,0.280201342,4.026845638,0.376729167,4.624479167,0.262632979,18.07033097,TRUE
openai-community/gpt2,openai-community/gpt2,USA,2022-03-02,6.510807088,0.137,0.085941257,0.17925327,17.92532702,0.303571124,2.674981368,0.002265861,0.226586103,0.258389262,1.118568233,0.447052083,15.34817708,0.115940824,1.771202719,TRUE
openai-community/gpt2,openai-community/gpt2,USA,2022-03-02,6.334235418,0.137,0.23477379,0.177954494,17.79544941,0.301658011,2.81591131,0.005287009,0.528700906,0.258389262,1.118568233,0.439020833,13.9109375,0.116522606,1.835845154,TRUE
openai-community/gpt2-large,openai-community/gpt2-large,USA,2022-03-02,5.567707193,0.812,0.360924477,0.2047822,20.47822001,0.306884188,3.253790545,0.012084592,1.208459215,0.259228188,1.230425056,0.378864583,5.658072917,0.114195479,1.577275414,TRUE
openai-community/gpt2-medium,openai-community/gpt2-medium,USA,2022-03-02,5.902340287,0.38,0.24212383,0.220844027,22.08440272,0.305028023,2.719972238,0.00755287,0.755287009,0.262583893,1.677852349,0.388447917,6.155989583,0.11818484,2.020537825,TRUE
openai-community/gpt2-xl,openai-community/gpt2-xl,USA,2022-03-02,5.093480679,1.608,0.4306274,0.203857986,20.38579857,0.300857611,2.580960647,0.009818731,0.981873112,0.258389262,1.118568233,0.370958333,4.036458333,0.113115027,1.457225177,TRUE
OpenAssistant/oasst-sft-1-pythia-12b,OpenAssistant/oasst-sft-1-pythia-12b,Germany,2023-03-09,3.681830493,12,1.776114474,0.105538859,10.55388591,0.314662876,4.778508799,0.01510574,1.510574018,0.257550336,1.006711409,0.332697917,2.987239583,0.111286569,1.254063239,TRUE
openchat/openchat_3.5,openchat/openchat_3.5,China,2023-10-30,21.63582711,7,1.002421182,0.593111832,59.31118322,0.442631969,21.58216685,0.072507553,7.250755287,0.298657718,6.487695749,0.422864583,11.25807292,0.315325798,23.92508865,TRUE
openchat/openchat_v3.2,openchat/openchat_v3.2,China,2023-07-30,13.83314555,13,10.6049101,0.298055825,29.80558252,0.433056428,20.323003,0.012839879,1.283987915,0.270134228,2.684563758,0.433625,13.103125,0.2421875,15.79861111,TRUE
openchat/openchat_v3.2_super,openchat/openchat_v3.2_super,China,2023-09-04,12.923575,13,10.05538724,0.286190641,28.61906408,0.422120898,19.15353959,0.021148036,2.114803625,0.264261745,1.901565996,0.416135417,9.916927083,0.242519947,15.83554965,TRUE
Open-Orca/Mistral-7B-OpenOrca,Open-Orca/Mistral-7B-OpenOrca,France,2023-09-29,17.72165111,7,1.067159687,0.497765928,49.77659277,0.476817352,25.8400254,0.035498489,3.549848943,0.271812081,2.908277405,0.38578125,5.889322917,0.265292553,18.36583924,TRUE
PrimeIntellect/INTELLECT-1,PrimeIntellect/INTELLECT-1,USA,2024-11-28,3.806301802,10.211,0.995317657,0.175731504,17.57315035,0.275980078,1.043500158,0,0,0.253355705,0.447427293,0.3339375,2.408854167,0.11228391,1.364878842,TRUE
PrimeIntellect/INTELLECT-1,PrimeIntellect/INTELLECT-1,USA,2024-11-28,4.016002158,10.211,1.992768235,0.175731504,17.57315035,0.273980078,1.043500158,0,0,0.25,0,0.375270833,4.1421875,0.112034574,1.337174941,TRUE
PygmalionAI/pygmalion-6b,PygmalionAI/pygmalion-6b,USA,2023-01-07,5.430124009,6,63.84623856,0.209104066,20.91040661,0.319889446,5.089577144,0.008308157,0.83081571,0.249161074,0,0.368354167,3.7109375,0.118351064,2.039007092,TRUE
Qwen/Qwen1.5-0.5B,Qwen/Qwen1.5-0.5B,China,2024-01-22,5.351015074,0.62,1.957474747,0.170560779,17.05607787,0.315353866,5.035475837,0.017371601,1.737160121,0.254194631,0.559284116,0.361625,4.303125,0.130734707,3.414967494,TRUE
Qwen/Qwen1.5-0.5B-Chat,Qwen/Qwen1.5-0.5B-Chat,China,2024-01-31,5.678162091,0.62,1.099488781,0.180727137,18.07271373,0.316666215,4.318032637,0.006797583,0.679758308,0.269295302,2.572706935,0.383708333,6.063541667,0.121259973,2.362219267,TRUE
Qwen/Qwen1.5-1.8B,Qwen/Qwen1.5-1.8B,China,2024-01-22,9.269492522,1.837,1.897741573,0.215423964,21.5423964,0.347612156,9.759901588,0.031722054,3.172205438,0.305369128,7.382550336,0.360510417,3.963802083,0.188164894,9.796099291,TRUE
Qwen/Qwen1.5-1.8B-Chat,Qwen/Qwen1.5-1.8B-Chat,China,2024-01-30,9.257783499,1.837,1.128657715,0.201909821,20.19098215,0.325591288,5.908662878,0.019637462,1.963746224,0.297818792,6.375838926,0.42596875,12.17942708,0.180352394,8.928043735,TRUE
Qwen/Qwen1.5-110B,Qwen/Qwen1.5-110B,China,2024-04-25,29.8336775,111.21,142.5417769,0.342194267,34.21942668,0.609996498,44.28047655,0.246978852,24.6978852,0.352348993,13.64653244,0.44084375,13.70546875,0.536070479,48.45227541,TRUE
Qwen/Qwen1.5-110B-Chat,Qwen/Qwen1.5-110B-Chat,China,2024-04-25,33.1271529,111.21,145.1305861,0.593886444,59.38864435,0.618380039,44.98454526,0.234138973,23.41389728,0.341442953,12.19239374,0.452166667,16.2875,0.482463431,42.49593676,TRUE
Qwen/Qwen1.5-14B,Qwen/Qwen1.5-14B,China,2024-01-22,20.85408006,14.167,3.850981173,0.290536887,29.05368866,0.508032749,30.06310328,0.202416918,20.24169184,0.294463087,5.928411633,0.418645833,10.4640625,0.364361702,29.37352246,TRUE
Qwen/Qwen1.5-14B-Chat,Qwen/Qwen1.5-14B-Chat,China,2024-01-30,23.56610648,14.167,2.67693202,0.476808202,47.68082022,0.522858751,32.7564793,0.152567976,15.25679758,0.270134228,2.684563758,0.439979167,13.93072917,0.361785239,29.08724882,TRUE
Qwen/Qwen1.5-32B,Qwen/Qwen1.5-32B,China,2024-04-01,27.29875586,32.512,119.9343188,0.329729562,32.9729562,0.571539056,38.98035163,0.302870091,30.28700906,0.329697987,10.62639821,0.427791667,12.040625,0.449966755,38.88519504,TRUE
Qwen/Qwen1.5-32B-Chat,Qwen/Qwen1.5-32B-Chat,China,2024-04-03,29.25746823,32.512,92.11889946,0.553219901,55.3219901,0.606689976,44.55485402,0.195619335,19.56193353,0.306208054,7.494407159,0.415979167,10.19739583,0.445728059,38.41422872,TRUE
Qwen/Qwen1.5-4B,Qwen/Qwen1.5-4B,China,2024-01-22,11.76818276,3.95,3.277364334,0.244474661,24.44746606,0.405389703,16.24914258,0.052870091,5.287009063,0.276845638,3.579418345,0.360447917,4.82265625,0.246010638,16.22340426,TRUE
Qwen/Qwen1.5-4B-Chat,Qwen/Qwen1.5-4B-Chat,China,2024-01-30,12.62728011,3.95,1.732301296,0.315665767,31.56657668,0.400554856,16.29707853,0.027945619,2.794561934,0.266778523,2.237136465,0.39778125,7.355989583,0.239611037,15.51233747,TRUE
Qwen/Qwen1.5-7B,Qwen/Qwen1.5-7B,China,2024-01-22,16.02467416,7.721,3.654708108,0.268429988,26.8429988,0.455989641,23.07576875,0.092900302,9.290030211,0.298657718,6.487695749,0.410333333,9.158333333,0.291638963,21.29321809,TRUE
Qwen/Qwen1.5-7B-Chat,Qwen/Qwen1.5-7B-Chat,China,2024-01-30,17.62098663,7.721,2.157653193,0.437115742,43.71157418,0.451005312,22.3791296,0.062688822,6.268882175,0.302852349,7.046979866,0.37790625,4.63828125,0.295129654,21.6810727,TRUE
Qwen/Qwen1.5-MoE-A2.7B,Qwen/Qwen1.5-MoE-A2.7B,China,2024-02-29,13.94592011,14.316,19.09122579,0.265982039,26.59820388,0.411351543,18.8378585,0.092900302,9.290030211,0.259228188,1.230425056,0.40134375,7.96796875,0.277759309,19.75103428,TRUE
Qwen/Qwen1.5-MoE-A2.7B-Chat,Qwen/Qwen1.5-MoE-A2.7B-Chat,China,2024-03-14,15.88089986,14.316,17.80394308,0.379538513,37.95385134,0.427208862,20.0418189,0.063444109,6.344410876,0.274328859,3.243847875,0.389875,6.334375,0.292303856,21.36709515,TRUE
Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-0.5B,China,2024-09-15,6.550067614,0.5,2.330685258,0.162717146,16.27171461,0.327481482,6.953961635,0.039274924,3.927492447,0.246644295,0,0.343333333,2.083333333,0.190575133,10.06390366,TRUE
Qwen/Qwen2.5-1.5B,Qwen/Qwen2.5-1.5B,China,2024-09-15,13.85270116,1.5,2.49700202,0.267430418,26.7430418,0.407795095,16.66046517,0.091389728,9.13897281,0.285234899,4.697986577,0.35759375,5.265885417,0.285488697,20.6098552,TRUE
Qwen/Qwen2.5-14B,Qwen/Qwen2.5-14B,China,2024-09-15,31.95106269,14.77,8.733912172,0.369446402,36.94464022,0.616051494,45.0783124,0.290030211,29.00302115,0.381711409,17.56152125,0.450239583,15.91328125,0.524850399,47.20559988,TRUE
Qwen/Qwen2.5-32B,Qwen/Qwen2.5-32B,China,2024-09-15,38.00796731,32.764,11.74977109,0.407664996,40.76649955,0.677052245,53.95475285,0.356495468,35.64954683,0.411912752,21.58836689,0.497833333,22.69583333,0.580535239,53.39280437,TRUE
Qwen/Qwen2.5-3B,Qwen/Qwen2.5-3B,China,2024-09-15,18.10277022,3.086,5.386605082,0.268954153,26.89541528,0.461247534,24.30424173,0.148036254,14.80362538,0.297818792,6.375838926,0.430333333,11.75833333,0.3203125,24.47916667,TRUE
Qwen/Qwen2.5-72B,Qwen/Qwen2.5-72B,China,2024-09-15,38.44114357,72.706,36.18385318,0.413710067,41.37100671,0.679732067,54.6150578,0.391238671,39.12386707,0.405201342,20.6935123,0.477125,19.640625,0.596825133,55.20279255,TRUE
Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B,China,2024-09-15,26.01915992,7.616,4.686730427,0.337447971,33.74479714,0.541630377,35.81347329,0.250755287,25.0755287,0.32466443,9.955257271,0.442427083,14.13671875,0.43650266,37.3891844,TRUE
Qwen/Qwen2-0.5B,Qwen/Qwen2-0.5B,China,2024-05-31,7.224121474,0.494,2.632361501,0.187321862,18.73218615,0.323911742,7.918512041,0.026435045,2.643504532,0.26090604,1.454138702,0.375208333,4.601041667,0.171958112,7.995345745,TRUE
Qwen/Qwen2-1.5B,Qwen/Qwen2-1.5B,China,2024-05-31,10.44545294,1.544,2.216389784,0.211327057,21.13270567,0.357479317,11.78183365,0.070241692,7.024169184,0.264261745,1.901565996,0.3658125,3.593229167,0.255152926,17.23921395,TRUE
Qwen/Qwen2-1.5B-Instruct,Qwen/Qwen2-1.5B-Instruct,China,2024-06-03,14.14193682,1.544,1.317647877,0.337123277,33.71232773,0.385223241,13.69534683,0.071752266,7.175226586,0.261744966,1.565995526,0.42928125,12.02682292,0.250083112,16.6759013,TRUE
Qwen/Qwen2-57B-A14B,Qwen/Qwen2-57B-A14B,China,2024-05-22,25.03387313,57.409,107.0314775,0.311269653,31.12696534,0.561820494,38.87598905,0.186555891,18.65558912,0.306208054,7.494407159,0.417375,10.53854167,0.491605718,43.51174645,TRUE
Qwen/Qwen2-72B,Qwen/Qwen2-72B,China,2024-05-22,35.45667093,72.706,128.1245585,0.382361024,38.23610243,0.66173403,51.85613119,0.311178248,31.11782477,0.394295302,19.2393736,0.470364583,19.72890625,0.573055186,52.56168735,TRUE
Qwen/Qwen2-7B,Qwen/Qwen2-7B,China,2024-06-04,23.92516214,7.616,2.561164511,0.314866776,31.48667757,0.531531595,34.7111362,0.203927492,20.39274924,0.304530201,7.270693512,0.443916667,14.32291667,0.418301197,35.36679965,TRUE
Qwen/Qwen2-Math-72B-Instruct,Qwen/Qwen2-Math-72B-Instruct,China,2024-08-08,38.020957,72.706,24.33649539,0.569381463,56.93814634,0.63433766,47.96019951,0.553625378,55.36253776,0.368288591,15.77181208,0.451697917,15.72890625,0.427277261,36.36414007,TRUE
Qwen/Qwen2-Math-7B,Qwen/Qwen2-Math-7B,China,2024-08-08,12.01692115,7.616,3.126072126,0.268704814,26.87048143,0.386954741,14.06449449,0.247734139,24.7734139,0.263422819,1.789709172,0.359333333,2.416666667,0.119680851,2.186761229,TRUE
refuelai/Llama-3-Refueled,refuelai/Llama-3-Refueled,USA,2024-05-03,23.18144831,8.03,1.751971667,0.461995284,46.19952836,0.58707662,41.721971,0.066465257,6.64652568,0.299496644,6.599552573,0.44540625,14.64244792,0.309507979,23.2786643,TRUE
Salesforce/LLaMA-3-8B-SFR-Iterative-DPO-R,Salesforce/LLaMA-3-8B-SFR-Iterative-DPO-R,USA,2024-05-09,18.52775129,8.03,1.714784861,0.381562033,38.15620332,0.501195047,29.15028935,0.091389728,9.13897281,0.287751678,5.033557047,0.363333333,5.55,0.317237367,24.13748522,TRUE
speakleash/Bielik-11B-v2,speakleash/Bielik-11B-v2,Poland,2024-08-26,15.98906917,11.169,1.837466067,0.238104895,23.8104895,0.493084091,27.81790654,0.078549849,7.854984894,0.288590604,5.14541387,0.392447917,7.555989583,0.313746676,23.74963061,TRUE
stabilityai/StableBeluga2,stabilityai/StableBeluga2,UK,2023-07-20,22.80872296,68.977,12.50934731,0.378714034,37.87140343,0.582412813,41.26326113,0.043806647,4.380664653,0.316275168,8.836689038,0.47296875,18.65442708,0.332613032,25.84589243,TRUE
stabilityai/stablelm-2-1_6b,stabilityai/stablelm-2-1_6b,UK,2024-01-18,5.316831473,1.645,1.099743655,0.115705218,11.57052177,0.338457721,8.632695205,0.00755287,0.755287009,0.248322148,0,0.388197917,5.79140625,0.146359707,5.151078605,TRUE
stabilityai/stablelm-2-1_6b-chat,stabilityai/stablelm-2-1_6b-chat,UK,2024-04-08,8.867360692,1.645,0.990853017,0.305999193,30.59991933,0.33901724,7.493378297,0.024924471,2.49244713,0.247483221,0,0.35796875,5.712760417,0.162150931,6.905658983,TRUE
stabilityai/stablelm-2-12b,stabilityai/stablelm-2-12b,UK,2024-03-21,13.99866306,12.143,2.946558449,0.156921413,15.6921413,0.450865417,22.68579748,0.04305136,4.305135952,0.27852349,3.803131991,0.447885417,14.48567708,0.307180851,23.02009456,TRUE
stabilityai/stablelm-2-12b-chat,stabilityai/stablelm-2-12b-chat,UK,2024-04-04,16.77817802,12.143,2.176193372,0.408164781,40.81647806,0.467202473,25.25369709,0.053625378,5.362537764,0.266778523,2.237136465,0.391427083,7.728385417,0.2734375,19.27083333,TRUE
stabilityai/stablelm-2-zephyr-1_6b,stabilityai/stablelm-2-zephyr-1_6b,UK,2024-01-19,9.458167592,1.645,0.946177325,0.327931001,32.79310009,0.335160871,6.708710148,0.033232628,3.32326284,0.243288591,0,0.351145833,5.993229167,0.17137633,7.93070331,TRUE
stabilityai/stablelm-3b-4e1t,stabilityai/stablelm-3b-4e1t,UK,2023-09-29,7.326191292,2.795,0.868530253,0.220319862,22.03198624,0.350421142,9.01307035,0.010574018,1.057401813,0.237416107,0,0.37778125,4.42265625,0.166888298,7.432033097,TRUE
stabilityai/stablelm-zephyr-3b,stabilityai/stablelm-zephyr-3b,UK,2023-11-21,12.36920696,2.795,0.768047263,0.368322717,36.83227171,0.386636144,14.75911921,0.04305136,4.305135952,0.23909396,0,0.418302083,9.787760417,0.17677859,8.530954492,TRUE
TencentARC/LLaMA-Pro-8B,TencentARC/LLaMA-Pro-8B,China,2024-01-05,8.816698626,8.357,95.6154671,0.227713578,22.77135778,0.348419771,9.293949976,0.018882175,1.888217523,0.260067114,1.342281879,0.4018125,8.593229167,0.181100399,9.011155437,TRUE
TencentARC/LLaMA-Pro-8B-Instruct,TencentARC/LLaMA-Pro-8B-Instruct,China,2024-01-06,15.28346018,8.357,6.210406712,0.448606364,44.86063644,0.422420528,19.48572606,0.024924471,2.49244713,0.274328859,3.243847875,0.419020833,11.1109375,0.194564495,10.50716608,TRUE
TencentARC/MetaMath-Mistral-Pro,TencentARC/MetaMath-Mistral-Pro,China,2024-02-26,12.51652687,8.987,1.201504504,0.211876709,21.18767094,0.441316186,22.37227879,0.076283988,7.628398792,0.269295302,2.572706935,0.352416667,4.985416667,0.247174202,16.35268913,TRUE
TencentARC/Mistral_Pro_8B_v0.1,TencentARC/Mistral_Pro_8B_v0.1,China,2024-02-22,14.19534593,8.987,1.264964564,0.21145228,21.145228,0.452597597,22.89418876,0.056646526,5.664652568,0.280201342,4.026845638,0.424229167,11.82864583,0.276512633,19.61251478,TRUE
tiiuae/falcon-11B,tiiuae/falcon-11B,UAE,2024-05-09,13.85190259,11.103,2.165741983,0.32613244,32.61324397,0.439163704,21.93799946,0.027945619,2.794561934,0.270973154,2.796420582,0.398645833,7.530729167,0.238946144,15.4384604,TRUE
tiiuae/Falcon3-10B-Base,tiiuae/Falcon3-10B-Base,UAE,2024-12-03,27.61785088,10.306,1.62077888,0.364775462,36.47754624,0.595004253,41.37546219,0.249244713,24.9244713,0.345637584,12.75167785,0.439791667,14.17395833,0.424035904,36.00398936,TRUE
tiiuae/Falcon3-1B-Base,tiiuae/Falcon3-1B-Base,UAE,2024-12-13,9.888096103,1.669,0.802738974,0.242801323,24.28013227,0.357115392,11.34317327,0.033232628,3.32326284,0.279362416,3.914988814,0.414739583,9.709114583,0.160821144,6.757904846,TRUE
tiiuae/Falcon3-3B-Base,tiiuae/Falcon3-3B-Base,UAE,2024-12-13,15.73874319,3.228,0.962432951,0.276498579,27.64985793,0.442136783,21.58478429,0.117824773,11.78247734,0.296979866,6.263982103,0.374989583,6.273697917,0.287898936,20.87765957,TRUE
tiiuae/Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,UAE,2024-12-14,26.6023449,3.228,0.960927292,0.697675501,69.7675501,0.475443033,26.28722947,0.25,25,0.288590604,5.14541387,0.41359375,11.13255208,0.300531915,22.28132388,TRUE
tiiuae/Falcon3-7B-Base,tiiuae/Falcon3-7B-Base,UAE,2024-11-21,24.74572536,7.456,1.218744095,0.341594746,34.15947464,0.509888047,31.55991855,0.194108761,19.41087613,0.34647651,12.86353468,0.470208333,18.14270833,0.391040559,32.33783983,TRUE
tiiuae/Falcon3-Mamba-7B-Base,tiiuae/Falcon3-Mamba-7B-Base,UAE,2024-12-11,18.13879198,7.273,1.672636287,0.289112887,28.91128871,0.469928019,25.5340488,0.194108761,19.41087613,0.309563758,7.941834452,0.343145833,4.393229167,0.303773271,22.64147459,TRUE
tiiuae/falcon-40b,tiiuae/falcon-40b,UAE,2023-05-24,11.40130446,40,43.5871678,0.249645385,24.96453854,0.40185325,16.58330473,0.018126888,1.812688822,0.273489933,3.131991051,0.363145833,5.193229167,0.25049867,16.72207447,TRUE
tiiuae/falcon-40b-instruct,tiiuae/falcon-40b-instruct,UAE,2023-05-25,10.48450678,40,39.46649097,0.245448743,24.54487427,0.405386752,17.2201142,0.019637462,1.963746224,0.25,0,0.376229167,5.161979167,0.226146941,14.01632683,TRUE
tiiuae/falcon-7b,tiiuae/falcon-7b,UAE,2023-04-24,5.17344472,7,1.571682475,0.182051401,18.20514014,0.328524461,5.963936912,0.009818731,0.981873112,0.244966443,0,0.37784375,4.497135417,0.112533245,1.392582742,TRUE
tiiuae/falcon-7b-instruct,tiiuae/falcon-7b-instruct,UAE,2023-04-25,5.116573909,7,1.532429051,0.1968887,19.68886998,0.320342215,4.823178461,0.012084592,1.208459215,0.247483221,0,0.363364583,3.25390625,0.115525266,1.725029551,TRUE
tiiuae/falcon-mamba-7b,tiiuae/falcon-mamba-7b,UAE,2024-07-17,15.17923803,7,7.220815835,0.333576023,33.35760227,0.428485499,19.8768778,0.044561934,4.456193353,0.310402685,8.053691275,0.42103125,10.86223958,0.230219415,14.46882388,TRUE
TinyLlama/TinyLlama_v1.1,TinyLlama/TinyLlama_v1.1,USA,2024-03-09,4.824553845,1.1,0.497857237,0.200061393,20.00613927,0.30237018,3.21030105,0.012084592,1.208459215,0.245805369,0,0.36996875,3.979427083,0.104886968,0.542996454,TRUE
TinyLlama/TinyLlama-1.1B-Chat-v0.1,TinyLlama/TinyLlama-1.1B-Chat-v0.1,USA,2023-09-16,3.957577335,1.1,0.182190419,0.14785436,14.78543598,0.308352947,3.363010674,0.006042296,0.604229607,0.229026846,0,0.359239583,3.904947917,0.109790559,1.087839835,TRUE
TinyLlama/TinyLlama-1.1B-Chat-v0.5,TinyLlama/TinyLlama-1.1B-Chat-v0.5,USA,2023-11-20,4.126163904,1.1,0.189927664,0.163366534,16.33665341,0.310504692,3.407690938,0.003776435,0.377643505,0.248322148,0,0.366125,3.565625,0.109624335,1.069370567,TRUE
TinyLlama/TinyLlama-1.1B-Chat-v0.6,TinyLlama/TinyLlama-1.1B-Chat-v0.6,USA,2023-11-20,4.294276282,1.1,0.647694845,0.157421198,15.7421198,0.306697666,3.39037071,0.015861027,1.586102719,0.258389262,1.118568233,0.34221875,2.27734375,0.114860372,1.651152482,TRUE
TinyLlama/TinyLlama-1.1B-Chat-v1.0,TinyLlama/TinyLlama-1.1B-Chat-v1.0,USA,2023-12-30,2.818859486,1.1,0.53688291,0.059576368,5.957636848,0.310356287,4.013396848,0.01510574,1.510574018,0.25,0,0.351520833,4.306770833,0.110123005,1.124778369,TRUE
